date,Open,High,Low,Close,Volume,Return,Target
2005-03-09,39.61,40.28,38.83,39.35,47230900.0,-0.02911423636812238,0
2005-03-10,39.59,40.26,39.1,39.83,27753900.0,0.012198221092757144,1
2005-03-11,40.21,40.59,39.8,40.27,22601100.0,0.011046949535526096,1
2005-03-14,40.52,40.79,39.52,40.32,21620900.0,0.0012416190712689623,1
2005-03-15,40.64,41.14,40.25,40.96,18164600.0,0.015873015873015817,1
2005-03-16,41.21,42.31,40.78,41.18,24921900.0,0.00537109375,1
2005-03-17,41.53,42.88,41.32,42.25,28640000.0,0.025983487129674687,1
2005-03-18,43.33,43.44,42.5,42.96,33576800.0,0.016804733727810772,1
2005-03-21,43.29,43.97,42.86,43.7,19326000.0,0.01722532588454384,1
2005-03-22,43.71,43.96,42.68,42.83,19693400.0,-0.019908466819222093,0
2005-03-23,42.45,43.4,42.02,42.55,21779400.0,-0.006537473733364441,0
2005-03-24,42.95,43.0,42.5,42.5,12596600.0,-0.001175088131609825,0
2005-03-28,42.75,42.96,42.47,42.53,9836100.0,0.0007058823529411118,1
2005-03-29,42.56,42.83,41.5,41.75,16477000.0,-0.01833999529743713,0
2005-03-30,41.99,42.8,41.821,42.8,14105700.0,0.025149700598802394,1
2005-03-31,42.45,42.52,41.59,41.67,22719100.0,-0.026401869158878433,0
2005-04-01,42.09,42.18,40.57,40.89,22903000.0,-0.018718502519798452,0
2005-04-04,40.99,41.31,40.16,41.09,20714800.0,0.004891171435558839,1
2005-04-05,41.22,42.24,41.09,41.89,19865700.0,0.019469457288878056,1
2005-04-06,42.4,42.81,42.15,42.33,14815200.0,0.010503700167104224,1
2005-04-07,42.33,43.75,42.25,43.56,18106700.0,0.029057406094968208,1
2005-04-08,43.7,44.45,43.54,43.74,23212500.0,0.004132231404958775,1
2005-04-11,44.22,44.25,41.91,41.92,29345100.0,-0.04160951074531327,0
2005-04-12,42.49,43.19,42.01,42.66,35037900.0,0.017652671755725047,1
2005-04-13,42.95,42.99,40.39,41.04,48998100.0,-0.03797468354430378,0
2005-04-14,38.81,39.98,36.84,37.26,98328300.0,-0.0921052631578948,0
2005-04-15,36.62,37.25,35.28,35.35,61717400.0,-0.05126140633387,0
2005-04-18,35.03,36.3,34.0,35.62,47399200.0,0.007637906647807613,1
2005-04-19,36.6,37.44,35.87,37.09,38630100.0,0.04126895002807429,1
2005-04-20,37.66,37.74,35.44,35.51,33754700.0,-0.04259908331086559,0
2005-04-21,36.4,37.19,35.9,37.14,27128300.0,0.0459025626584062,1
2005-04-22,36.8,37.0,34.9,35.5,29968900.0,-0.0441572428648358,0
2005-04-25,36.49,37.02,36.11,36.98,26659300.0,0.04169014084507028,1
2005-04-26,36.78,37.51,36.12,36.19,28946700.0,-0.021362898864250912,0
2005-04-27,35.89,36.36,35.51,35.95,21924600.0,-0.006631666206134201,0
2005-04-28,36.29,36.34,35.24,35.54,20539500.0,-0.011404728789986218,0
2005-04-29,36.15,36.23,35.22,36.06,23986800.0,0.014631401238041741,1
2005-05-02,36.21,36.65,36.02,36.43,16640000.0,0.010260676650027722,1
2005-05-03,36.4,36.74,36.03,36.21,17740700.0,-0.006038978863573963,0
2005-05-04,36.11,37.2,36.1,37.15,16006300.0,0.025959679646506473,1
2005-05-05,37.25,37.27,36.47,36.68,13834500.0,-0.012651413189771143,0
2005-05-06,36.89,37.33,36.79,37.24,11651700.0,0.01526717557251911,1
2005-05-09,37.24,37.45,36.75,36.97,12703400.0,-0.00725026852846411,0
2005-05-10,36.67,37.25,36.33,36.42,15723700.0,-0.014876927238301252,0
2005-05-11,35.24,35.67,33.11,35.61,72927900.0,-0.02224052718286662,0
2005-05-12,35.42,35.59,34.0,34.13,34651500.0,-0.04156135916877268,0
2005-05-13,34.2,35.23,34.07,34.77,25096900.0,0.018751831233518867,1
2005-05-16,34.56,35.71,34.53,35.55,16939100.0,0.022433132010353685,1
2005-05-17,35.14,35.46,34.54,35.36,21012300.0,-0.00534458509142044,0
2005-05-18,35.5,37.56,34.99,35.84,22740100.0,0.013574660633484337,1
2005-05-19,35.8,37.68,35.78,37.55,28327200.0,0.04771205357142838,1
2005-05-20,37.25,37.65,37.19,37.55,16166100.0,0.0,0
2005-05-23,37.85,39.9,37.85,39.76,37234800.0,0.058854860186418057,1
2005-05-24,39.45,39.99,39.03,39.7,21195000.0,-0.0015090543259556055,0
2005-05-25,39.5,39.95,39.32,39.78,14143100.0,0.00201511335012583,1
2005-05-26,40.025,40.94,38.8,40.74,18768600.0,0.02413273001508287,1
2005-05-27,40.64,40.79,40.01,40.56,11286000.0,-0.004418262150220897,0
2005-05-31,40.66,40.74,39.58,39.7593,14435900.0,-0.019741124260355014,0
2005-06-01,39.89,40.76,39.86,40.3,16207600.0,0.013599333992298401,1
2005-06-02,40.05,40.32,39.6,40.04,13356200.0,-0.006451612903225712,0
2005-06-03,38.16,38.58,37.77,38.24,34173900.0,-0.044955044955044876,0
2005-06-06,38.33,38.63,37.56,37.92,28998800.0,-0.008368200836820106,0
2005-06-07,37.6,37.73,36.45,36.54,26616600.0,-0.03639240506329122,0
2005-06-08,36.63,37.25,36.57,36.92,14428800.0,0.010399562123700079,1
2005-06-09,37.0,37.94,36.8188,37.65,13937700.0,0.019772481040086554,1
2005-06-10,37.4,37.4,35.52,35.81,24247600.0,-0.048871181938910935,0
2005-06-13,35.89,36.61,35.82,35.9,15563300.0,0.002513264451270425,1
2005-06-14,36.01,36.15,35.75,36.0,12423100.0,0.0027855153203342198,1
2005-06-15,36.87,37.3,36.3,37.13,20119400.0,0.03138888888888891,1
2005-06-16,37.19,38.08,36.82,37.98,19559800.0,0.022892539725289263,1
2005-06-17,38.48,38.54,37.83,38.31,21290200.0,0.00868878357030023,1
2005-06-20,37.85,38.09,37.45,37.61,11561300.0,-0.01827199164708959,0
2005-06-21,37.7,38.19,37.38,37.86,13233100.0,0.00664716830630141,1
2005-06-22,38.26,38.6,38.14,38.55,15175900.0,0.018225039619651273,1
2005-06-23,38.83,39.78,38.65,38.89,24080500.0,0.008819714656290722,1
2005-06-24,39.09,39.12,37.68,37.76,14668200.0,-0.02905631267678077,0
2005-06-27,36.84,38.1,36.68,37.1,21434700.0,-0.017478813559321904,0
2005-06-28,37.49,37.59,37.17,37.31,12510700.0,0.005660377358490676,1
2005-06-29,37.23,37.29,36.12,36.37,16012800.0,-0.0251943178772448,0
2005-06-30,36.61,37.16,36.31,36.81,14942500.0,0.012097882870497845,1
2005-07-01,36.83,36.97,36.29,36.5,8928600.0,-0.008421624558543894,0
2005-07-05,36.6,38.15,36.5,37.98,16223900.0,0.04054794520547933,1
2005-07-06,37.78,38.16,37.2,37.39,14093800.0,-0.015534491837809306,0
2005-07-07,36.81,37.76,36.8,37.63,13704400.0,0.006418828563787171,1
2005-07-08,37.87,38.28,37.47,38.25,10383400.0,0.01647621578527758,1
2005-07-11,38.37,38.65,37.78,38.1,13885300.0,-0.0039215686274509665,0
2005-07-12,38.23,38.4,37.91,38.24,13822800.0,0.0036745406824147953,1
2005-07-13,38.29,38.5,37.9,38.35,24458400.0,0.002876569037656873,1
2005-07-14,40.79,42.01,40.23,40.75,74859300.0,0.0625814863102998,1
2005-07-15,40.97,41.57,40.46,41.55,24560100.0,0.019631901840490684,1
2005-07-18,41.41,42.1,41.37,41.49,20939200.0,-0.0014440433212995485,0
2005-07-19,41.52,43.23,41.07,43.19,23966500.0,0.04097372860930326,1
2005-07-20,42.86,43.8,42.65,43.63,16192700.0,0.010187543412827127,1
2005-07-21,43.7,44.04,42.9,43.29,14438000.0,-0.007792803117121272,0
2005-07-22,43.44,44.0,43.39,44.0,10753800.0,0.016401016401016433,1
2005-07-25,43.99,44.28,43.73,43.81,10522400.0,-0.004318181818181777,0
2005-07-26,44.01,44.11,43.36,43.63,9592600.0,-0.004108650992924012,0
2005-07-27,43.83,44.07,42.67,43.99,10133900.0,0.008251203300481347,1
2005-07-28,43.96,44.0,43.3,43.8,8975400.0,-0.004319163446237839,0
2005-07-29,43.56,44.38,42.26,42.65,20074300.0,-0.026255707762557035,0
2005-08-01,42.6,43.08,42.08,42.75,11223200.0,0.0023446658851113966,1
2005-08-02,42.89,43.5,42.61,43.19,10602700.0,0.010292397660818686,1
2005-08-03,43.19,43.31,42.77,43.22,9225800.0,0.0006946052326928243,1
2005-08-04,42.98,43.0,42.29,42.71,9618000.0,-0.011800092549745456,0
2005-08-05,42.49,43.36,42.02,42.99,8640400.0,0.006555841723249856,1
2005-08-08,43.0,43.25,42.61,42.65,6299400.0,-0.007908816003721841,0
2005-08-09,42.93,43.89,42.91,43.82,13601400.0,0.027432590855803074,1
2005-08-10,44.0,44.39,43.31,43.38,12890900.0,-0.010041077133728815,0
2005-08-11,43.39,44.12,43.25,44.0,9713700.0,0.01429230059935449,1
2005-08-12,43.46,46.22,43.36,46.1,32715600.0,0.04772727272727284,1
2005-08-15,46.48,48.33,46.45,47.68,38811700.0,0.03427331887201723,1
2005-08-16,47.39,47.5,46.21,46.25,19200800.0,-0.02999161073825507,0
2005-08-17,46.4,47.44,46.37,47.15,17847300.0,0.019459459459459483,1
2005-08-18,46.91,47.0,45.75,46.3,15805700.0,-0.018027571580063628,0
2005-08-19,46.25,46.7,45.77,45.83,13448900.0,-0.010151187904967607,0
2005-08-22,46.15,46.75,45.26,45.87,13847600.0,0.0008727907484180619,1
2005-08-23,45.85,46.1,45.32,45.74,10557300.0,-0.002834096359276117,0
2005-08-24,45.6,47.12,45.59,45.77,20431100.0,0.0006558810668999548,1
2005-08-25,46.12,46.49,45.81,46.06,9866200.0,0.006336027965916591,1
2005-08-26,46.11,46.34,45.36,45.74,9323500.0,-0.006947459834997782,0
2005-08-29,45.27,46.031,45.26,45.84,9153400.0,0.0021862702229995534,1
2005-08-30,45.99,46.79,45.92,46.57,18527200.0,0.015924956369982368,1
2005-08-31,46.79,47.03,46.27,46.89,14391300.0,0.0068713764225896146,1
2005-09-01,47.0,47.17,46.09,46.26,12727400.0,-0.013435700575815779,0
2005-09-02,46.3,46.8,46.12,46.22,7942100.0,-0.0008646779074794608,0
2005-09-06,46.69,48.88,46.55,48.8,29236400.0,0.055819991345737785,1
2005-09-07,49.05,49.4,47.92,48.68,34395500.0,-0.0024590163934425924,0
2005-09-08,49.35,50.12,49.14,49.78,25094300.0,0.02259654889071494,1
2005-09-09,50.04,51.35,49.79,51.31,21987200.0,0.03073523503415032,1
2005-09-12,51.1,51.63,50.58,51.4,16171300.0,0.0017540440459948847,1
2005-09-13,51.02,51.29,50.32,50.82,17603000.0,-0.011284046692606964,0
2005-09-14,51.18,51.19,49.462,49.61,16943800.0,-0.023809523809523836,0
2005-09-15,50.0,50.18,49.33,49.87,14827000.0,0.0052408788550695196,1
2005-09-16,50.23,51.21,49.95,51.21,21107300.0,0.026869861640264725,1
2005-09-19,51.05,52.89,51.05,52.64,27990400.0,0.027924233548135113,1
2005-09-20,52.99,53.81,52.92,53.19,29279600.0,0.010448328267477214,1
2005-09-21,52.96,53.05,51.86,52.11,15526700.0,-0.02030456852791873,0
2005-09-22,51.95,52.47,51.32,51.9,16561700.0,-0.004029936672423684,0
2005-09-23,52.1,53.5,51.84,53.2,19944900.0,0.025048169556840083,1
2005-09-26,54.03,54.56,53.32,53.84,19520100.0,0.012030075187969835,1
2005-09-27,53.92,54.24,53.43,53.44,12203700.0,-0.007429420505200679,0
2005-09-28,53.07,53.11,50.59,51.08,40198000.0,-0.04416167664670656,0
2005-09-29,51.23,52.59,50.81,52.34,22744500.0,0.024667188723570987,1
2005-09-30,52.33,53.65,51.88,53.61,18986900.0,0.024264424914023586,1
2005-10-03,54.16,54.54,53.68,54.44,18126900.0,0.015482186159298639,1
2005-10-04,54.95,55.35,53.64,53.75,19266400.0,-0.012674504041146228,0
2005-10-05,54.33,54.36,52.75,52.7801,21813200.0,-0.018044651162790748,0
2005-10-06,53.2,53.49,50.87,51.7,27054900.0,-0.020464152208881647,0
2005-10-07,51.74,51.93,50.55,51.3,24210100.0,-0.007736943907156735,0
2005-10-10,51.84,51.91,50.28,50.37,18125200.0,-0.018128654970760216,0
2005-10-11,51.23,51.87,50.4,51.59,43781600.0,0.024220766329164256,1
2005-10-12,48.65,50.3,47.87,49.25,96338800.0,-0.04535762744717975,0
2005-10-13,49.44,53.95,49.27,53.74,66627700.0,0.09116751269035528,1
2005-10-14,54.03,54.35,52.79,54.0,36984000.0,0.004838109415705283,1
2005-10-17,53.98,54.23,52.68,53.44,22029800.0,-0.010370370370370363,0
2005-10-18,53.25,53.95,52.2,52.21,21771000.0,-0.02301646706586824,0
2005-10-19,52.07,54.96,51.21,54.94,36024400.0,0.052288833556789927,1
2005-10-20,54.47,56.5,54.35,56.14,48491500.0,0.021842009464870804,1
2005-10-21,56.84,56.98,55.36,55.66,28454500.0,-0.008550053437834104,0
2005-10-24,55.25,56.79,55.09,56.79,21776900.0,0.020301832554797006,1
2005-10-25,56.4,56.85,55.69,56.1,16611700.0,-0.012150026413100812,0
2005-10-26,56.28,57.56,55.92,57.03,22556900.0,0.016577540106951894,1
2005-10-27,56.99,57.01,55.41,55.41,14697900.0,-0.028406102051551918,0
2005-10-28,56.04,56.43,54.17,54.47,27492400.0,-0.016964446850748938,0
2005-10-31,55.2,57.98,54.75,57.59,33601600.0,0.05727923627684972,1
2005-11-01,57.24,58.14,56.87,57.5,26774500.0,-0.0015627713144643618,0
2005-11-02,57.72,60.0,57.6,59.95,30609300.0,0.04260869565217407,1
2005-11-03,60.26,62.32,60.07,61.8499,31585100.0,0.03169140950792326,1
2005-11-04,60.35,61.24,59.62,61.15,31358400.0,-0.011316105604051052,0
2005-11-07,60.85,61.67,60.14,60.23,22815400.0,-0.015044971381847905,0
2005-11-08,59.95,60.38,59.1,59.9,16920200.0,-0.005478997177486233,0
2005-11-09,60.0,61.21,60.0,60.11,19747500.0,0.003505843071786252,1
2005-11-10,60.64,61.2,59.01,61.18,23762300.0,0.01780069871901513,1
2005-11-11,61.54,62.11,61.34,61.54,15194600.0,0.00588427590715912,1
2005-11-14,61.54,61.98,60.91,61.45,13211900.0,-0.0014624634384139412,0
2005-11-15,61.6,63.08,61.46,62.28,19172900.0,0.013506916192026042,1
2005-11-16,63.15,65.06,63.09,64.95,28018400.0,0.042870905587668595,1
2005-11-17,65.59,65.88,64.25,64.52,24150200.0,-0.006620477290223303,0
2005-11-18,65.35,65.43,64.37,64.56,18748600.0,0.000619962802231866,1
2005-11-21,64.82,65.19,63.72,64.96,18275400.0,0.006195786864931607,1
2005-11-22,64.84,66.76,64.52,66.52,19295800.0,0.02401477832512322,1
2005-11-23,66.88,67.98,66.69,67.11,17351900.0,0.008869512928442624,1
2005-11-25,67.66,69.54,67.5,69.34,14107600.0,0.033229026970645226,1
2005-11-28,70.72,71.07,69.07,69.66,36375700.0,0.004614940871070061,1
2005-11-29,69.99,70.3,67.35,68.1,31836900.0,-0.02239448751076667,0
2005-11-30,68.43,68.85,67.52,67.82,21274100.0,-0.004111600587371478,0
2005-12-01,68.95,71.73,68.81,71.6001,29031900.0,0.05573724565025073,1
2005-12-02,72.09,72.74,70.7,72.63,31991500.0,0.01438405812282384,1
2005-12-05,71.95,72.53,71.49,71.82,20845400.0,-0.01115241635687736,0
2005-12-06,73.93,74.83,73.35,74.05,30608200.0,0.03104984683932055,1
2005-12-07,74.23,74.46,73.12,73.95,24266600.0,-0.0013504388926400823,0
2005-12-08,73.2,74.17,72.6,74.08,28231400.0,0.0017579445571331842,1
2005-12-09,74.21,74.59,73.35,74.3305,19835800.0,0.0033814794816415805,1
2005-12-12,74.87,75.35,74.56,74.91,18749800.0,0.007796261292470685,1
2005-12-13,74.85,75.46,74.21,74.98,17636300.0,0.00093445467894826,1
2005-12-14,72.53,73.3,70.27,72.01,51811300.0,-0.03961056281675113,0
2005-12-15,72.68,72.8601,71.35,72.18,20041500.0,0.002360783224552243,1
2005-12-16,72.14,72.3,71.06,71.11,23970400.0,-0.014824050983652137,0
2005-12-19,71.11,72.6,71.04,71.38,18903400.0,0.003796934327098711,1
2005-12-20,71.625,72.38,71.12,72.11,17111000.0,0.010226954328943716,1
2005-12-21,72.6,73.61,72.54,73.5,16990600.0,0.019276105949244116,1
2005-12-22,73.91,74.49,73.6,74.02,13236100.0,0.007074829931972726,1
2005-12-23,74.17,74.26,73.3,73.35,8209200.0,-0.009051607673601803,0
2005-12-27,74.0,75.18,73.95,74.23,21092500.0,0.011997273346966653,1
2005-12-28,74.44,74.76,73.32,73.57,14218400.0,-0.008891283847501152,0
2005-12-29,73.78,73.82,71.42,71.45,17500900.0,-0.028816093516378816,0
2005-12-30,70.91,72.43,70.34,71.89,22295100.0,0.006158152554233798,1
2006-01-03,72.332,74.75,72.25,74.75,28829800.0,0.039783001808318286,1
2006-01-04,75.13,75.98,74.5,74.97,22128700.0,0.0029431438127089926,1
2006-01-05,74.83,74.9,73.75,74.38,16050800.0,-0.007869814592503688,0
2006-01-06,75.24,76.7,74.55,76.3,25159200.0,0.025813390696423744,1
2006-01-09,76.73,77.2,75.74,76.05,24108600.0,-0.003276539973787629,0
2006-01-10,76.25,81.89,75.83,80.86,81423900.0,0.06324786324786325,1
2006-01-11,83.84,84.8,82.59,83.9,53349800.0,0.037595844669799705,1
2006-01-12,84.97,86.4,83.62,84.291,45743200.0,0.004660309892729364,1
2006-01-13,84.99,86.01,84.6,85.5899,27725200.0,0.015409711594357667,1
2006-01-17,85.7,86.38,83.87,84.7101,29843700.0,-0.01027925023863796,0
2006-01-18,83.08,84.05,81.85,82.4901,42879900.0,-0.026207028441708857,0
2006-01-19,81.25,81.66,78.74,79.035,60566000.0,-0.04188502620314438,0
2006-01-20,79.28,80.04,75.83,76.089,40527100.0,-0.03727462516606561,0
2006-01-23,76.1,79.56,75.9999,77.67,37847500.0,0.02077829909710993,1
2006-01-24,78.76,79.42,75.77,76.04,40794800.0,-0.020986223767220258,0
2006-01-25,77.39,77.5,73.25,74.2,45563800.0,-0.024197790636507177,0
2006-01-26,74.53,75.43,71.93,72.33,42192400.0,-0.02520215633423184,0
2006-01-27,72.89,73.6,71.1,72.03,34066600.0,-0.004147656574035596,0
2006-01-30,71.28,76.6,70.87,75.0,49942900.0,0.041232819658475695,1
2006-01-31,75.5,76.34,73.75,75.51,32626500.0,0.006800000000000139,1
2006-02-01,75.0,76.46,74.64,75.42,18613800.0,-0.0011918951132300348,0
2006-02-02,75.32,75.36,72.05,72.1,25261500.0,-0.04402015380535673,0
2006-02-03,72.28,72.79,71.04,71.847,24718700.0,-0.0035090152565880883,0
2006-02-06,72.16,72.51,66.74,67.3,58991700.0,-0.06328726321210343,0
2006-02-07,68.34,69.48,66.68,67.6,49601100.0,0.004457652303120341,1
2006-02-08,68.46,69.08,66.0,68.81,34039800.0,0.01789940828402381,1
2006-02-09,69.21,69.23,64.53,64.95,41063000.0,-0.056096497602092676,0
2006-02-10,65.13,67.67,62.9,67.31,62874200.0,0.03633564280215551,1
2006-02-13,66.52,66.75,64.64,64.71,31553500.0,-0.038627247065814996,0
2006-02-14,65.11,68.1,65.0,67.645,41462100.0,0.04535620460516143,1
2006-02-15,67.31,69.62,66.75,69.22,41420400.0,0.023283317318353314,1
2006-02-16,69.99,71.01,69.48,70.57,33863400.0,0.01950303380525842,1
2006-02-17,70.31,70.89,69.61,70.29,20571400.0,-0.003967691653677052,0
2006-02-21,70.63,70.8,68.68,69.08,27843100.0,-0.017214397496087774,0
2006-02-22,69.0,71.67,68.0,71.32,34937100.0,0.03242617255356106,1
2006-02-23,71.78,73.0,71.43,71.75,30604200.0,0.0060291643297814,1
2006-02-24,72.14,72.89,71.2,71.46,19098000.0,-0.004041811846689947,0
2006-02-27,72.02,72.12,70.65,70.99,28258600.0,-0.006577106073327732,0
2006-02-28,71.6,72.4,68.1,68.49,45249300.0,-0.035216227637695496,0
2006-03-01,69.0,69.49,68.02,69.1,27279200.0,0.008906409694845907,1
2006-03-02,69.02,69.99,68.67,69.61,22331200.0,0.007380607814761353,1
2006-03-03,69.33,69.91,67.53,67.72,26345300.0,-0.02715127136905615,0
2006-03-06,67.6,67.72,64.94,65.48,32595200.0,-0.033077377436503186,0
2006-03-07,65.76,66.9,65.08,66.31,31174200.0,0.012675626145387975,1
2006-03-08,66.36,67.2,65.35,65.66,23330400.0,-0.00980244307042688,0
2006-03-09,66.09,66.47,63.81,63.93,28546600.0,-0.026347852573865294,0
2006-03-10,64.01,64.49,62.45,63.19,37255100.0,-0.011575160331612766,0
2006-03-13,65.61,66.28,64.79,65.68,30756700.0,0.03940496914068703,1
2006-03-14,65.79,67.32,65.5,67.32,22929300.0,0.024969549330084995,1
2006-03-15,67.82,68.04,65.52,66.23,31857000.0,-0.01619132501485432,0
2006-03-16,66.89,66.9,64.3,64.31,26772800.0,-0.0289898837384871,0
2006-03-17,64.74,65.54,64.11,64.66,29001500.0,0.00544238843103706,1
2006-03-20,65.21,65.46,63.87,63.99,21622900.0,-0.010361892978657528,0
2006-03-21,64.3,64.34,61.39,61.81,48048800.0,-0.03406782309735901,0
2006-03-22,62.26,63.25,61.27,61.67,48067700.0,-0.0022650056625141968,0
2006-03-23,61.69,61.9,59.61,60.16,50993800.0,-0.024485162964164142,0
2006-03-24,60.27,60.94,59.03,59.96,38285000.0,-0.0033244680851063357,0
2006-03-27,60.23,61.38,59.4,59.51,39574000.0,-0.007505003335557037,0
2006-03-28,59.69,60.14,58.25,58.71,48940100.0,-0.013443118803562415,0
2006-03-29,59.13,62.52,57.67,62.33,83815500.0,0.06165900187361606,1
2006-03-30,62.85,63.3,61.53,62.75,49666100.0,0.006738328252847703,1
2006-03-31,63.24,63.61,62.24,62.72,29119900.0,-0.00047808764940238113,0
2006-04-03,63.66,64.12,62.61,62.65,29135400.0,-0.0011160714285713969,0
2006-04-04,62.11,62.22,61.05,61.17,33283000.0,-0.023623304070231388,0
2006-04-05,64.71,67.21,64.15,67.21,79764600.0,0.09874121301291461,1
2006-04-06,68.3,72.05,68.2,71.24,95134600.0,0.05996131528046433,1
2006-04-07,70.91,71.21,68.47,69.79,55187100.0,-0.02035373385738337,0
2006-04-10,70.24,70.93,68.45,68.67,32268400.0,-0.016048144433299938,0
2006-04-11,69.03,69.3,67.07,67.99,33547000.0,-0.009902431920780663,0
2006-04-12,68.14,68.1738,66.3,66.71,26424800.0,-0.018826297984997797,0
2006-04-13,66.3,67.44,65.81,66.469,26238500.0,-0.003612651776345399,0
2006-04-17,66.51,66.84,64.35,64.811,25783500.0,-0.024943958837954305,0
2006-04-18,65.0,66.4737,64.79,66.22,28387300.0,0.021740136705188817,1
2006-04-19,66.82,67.0,65.47,65.65,38786900.0,-0.008607671398368932,0
2006-04-20,69.5,70.0,66.2,67.63,59535100.0,0.030159939070830033,1
2006-04-21,68.47,68.64,66.47,67.04,28178100.0,-0.008723939080289678,0
2006-04-24,66.92,66.92,65.5,65.75,25251000.0,-0.01924224343675429,0
2006-04-25,65.97,66.59,65.56,66.17,18895100.0,0.006387832699619844,1
2006-04-26,66.6,68.28,66.4,68.15,25388800.0,0.029922925797189137,1
2006-04-27,67.74,69.86,67.35,69.36,30212400.0,0.017754952311078487,1
2006-04-28,69.25,71.3,69.2,70.39,27144200.0,0.014850057670126926,1
2006-05-01,70.78,71.54,69.16,69.6,26799300.0,-0.01122318511152165,0
2006-05-02,70.15,71.98,70.11,71.62,27559400.0,0.02902298850574736,1
2006-05-03,71.95,71.95,70.18,71.14,24535400.0,-0.006702038536721688,0
2006-05-04,71.22,72.89,70.46,71.13,30729300.0,-0.00014056789429306438,0
2006-05-05,71.86,72.25,71.15,71.89,20139700.0,0.010684661886686486,1
2006-05-08,72.99,73.8,71.72,71.89,21244700.0,0.0,0
2006-05-09,71.83,72.56,70.62,71.03,18988100.0,-0.011962720823480266,0
2006-05-10,71.29,71.33,69.61,70.6,16424600.0,-0.00605378009291857,0
2006-05-11,70.8,70.84,67.55,68.15,29024600.0,-0.034702549575070685,0
2006-05-12,67.7,68.69,66.86,67.7,22920500.0,-0.006603081438004477,0
2006-05-15,67.37,68.38,67.12,67.79,18899200.0,0.0013293943870016367,1
